,nama,harga,deskripsi,detail,link gambar,link
10,Titik Temu,"Rp.62,400 ","
          Kemerdekaan Republik Indonesia memberikan harapan baru bagi kebanyakan orang, tetapi tidak bagi Katheljin Sophie, putri keluarga kaya berkebangsaan Belanda. Peristiwa itu justru membuatnya terjebak dalam kondisi sulit. Ancaman pengambilalihan aset milik keluarganya dan dipulangkan ke negeri Belanda mengintai di depan mata. Sedangkan ibunya, satu-satu keluarga yang tersisa meninggal mendadak dalam sebuah kecelakaan.
 Pilihan bertahan di Indonesia membuatnya harus bersiasat, yakni menikah dengan dokter Andjana Ranggawangsa, seorang pribumi yang 20 tahun lebih tua darinya, berhutang budi kepada keluarganya, dan sedang membutuhkan bantuan untuk membangun klinik.
 Novel ini mengajak Anda menyelami makna kehidupan secara lebih mendalam, bahwa memang ada keinginan-keinginan yang tidak tergapai, serta menggiring ke dalam keadaan yang kita hindari. Meski demikian, keputusan perlu diambil dan dijalani dengan keteguhan hati.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '280 halaman', 'Dimensi': '20x13 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Buku Mojok', 'Penulis': 'Gyhna Amanda', 'Berat': '400 gram', 'Product Tags': ' \nbuku mojok\nbuku novel\ngyhna amanda\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide174-cr-500x500.jpeg,https://www.solusibuku.com/novel/titik-temu.html
11,Binorrow   Tongkat Musa Dan Tujuh Roh Boorne,"Rp.62,400 ","
          Binorrow nyaris putus asa dihina terus-menerus karena kebodohannya. la bahkan melakukan percobaan bunuh diri, Beruntung, ia mampu bertahan. Dan kembali melakukan kegiatan sebagaimana biasa, Peristiwa menyedihkan Itu membuat orang tuanya memindahkannya ke sekolah berasrama.
 Di sekolah barunya, Binorrow bertemu Leon, Franklin, dan Evelyn, Ketiga sahabat yang melenyapkan bayangan seram 'sekolah berasrama', Mereka juga ikut serta dalam petualangan menuju gunung Sweeden, gunung angker yang menjadi batas antara dunia manusia dan Dunia Grovog.
 Berbagai rintangan menghambat Binorrow dan ketiga sahabatnya dalam perjalanan mendaki gunung Sweeden. Dari bertemu dengan manusia kerdil, makhluk penjaga puncak Sweeden, hingga menghalangi para Grovog membuka pintu masuk ke dunia manusia. Perjalanan yang menguji tekad dan persahabatan, serta mengantarkan Binorrow menemukan dirinya yang sejati.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '296 halaman', 'Dimensi': '20x13 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Buku Mojok', 'Penulis': 'Sudarman Bk', 'Berat': '400 gram', 'Product Tags': ' \nbuku mojok\nbuku novel\nnovel\nsudarman bk\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide175-cr-500x500.jpeg,https://www.solusibuku.com/novel/binorrow-tongkat-musa-dan-tujuh-roh-boorne.html
12,Cinta Yang Tak Semestinya,"Rp.36,000 ","
Sigmond Freud, pelopor psikoanalisis modern, mereka ulang pandangan kita mengenai pikiran manusia dengan menggali kekuatan bawah sadar yag mendorong perilaku kita. Koleksi dari karya monumental mengenai psikologi cinta yang meneliti sifat alami dorongan, penggaran, fantasi, dan tabu erotis.
","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '172 halaman', 'Dimensi': '13x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Sigmund Freud', 'Berat': '400 gram', 'Product Tags': ' \nbuku psikologi\necosystem\npsikologi\nsigmund freud\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide347-cr-500x500.jpeg,https://www.solusibuku.com/novel/cinta-yang-tak-semestinya.html
13,Kahlil Gibran   Kado Cinta Untuk Kekasih,"Rp.37,600 ","
          Buku ini adalah jawaban sempurna akan kesan dan makna perasaan Anda yang sesungguhnya. Kata-kata cinta yang membius, melenakan dan menerbangkan peraaan. Coba baca kalimatnya, rasakan kata-katanya, dan endapkan dalam hati sanubari. Dalam palung hati terdalam, Anda akan merasakan getaran hebat, senyuman bahagia, hingga tetes air mata. Semua itu karena cinta, sebuah nilai rasa tertinggi bagi manusia di dunia ini. Buku ini adalah kado istimewa bagi kekasih dan orang-orang tercinta.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '144 halaman', 'Dimensi': '17x15 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Kahlil Gibran', 'Berat': '200 gram', 'Product Tags': ' \nbuku novel\necosystem\nkahlil gibran\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide356-cr-500x500.jpeg,https://www.solusibuku.com/novel/kahlil-gibran-kado-cinta-untuk-kekasih.html
14,Srikandi,"Rp.31,200 ","
          Wayang adalah simbol kehidupan manusia. Bahkan merupakan bayangan dari kemanusiaan itu sendiri. Manusia yang apa adanya, yang tidak sempurna, penuh cacat dan keterbatasan.
 Bersama Novel wayang spiritual “Srikandi” ini, kita akan berkelana menjelajah tragedi kehidupan manusia yang senantiasa berlumuran derita, dosa, amarah, cinta dan asa. Atau setidaknya kita dapat merenung bahwasanya kebenaran maupun kebaikan itu sering kali samar, ambigu, bahkan terkesan tak pasti.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '144 halaman', 'Dimensi': '18.5x12 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Heru Hs', 'Berat': '600 gram', 'Product Tags': ' \nbuku novel\necosystem\nheru hs\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide359-cr-500x500.jpeg,https://www.solusibuku.com/novel/srikandi.html
15,First Love   Cinta Pertama  ,"Rp.37,600 ","
          Novel Cinta Pertama ini adalah karya Ivan Turgenev yang terkenal. Karya Klasik yang dibuat tahun 1860, mengambil setting abad 19 saat aristokrasi Rusia mulai memudar. Mengisahkan perkembangan pengetahuan seorang anak lelaki dan pengendalian atas hatinya ketika menghadapi sifat cinta dewasa yang kompleks.
 Sebuah penggambaran situasi yang detil dan otentik mengalir ringan dan mendebarkan. Pergulatan hati yang gundah, gelisah, hingga binar kebahagiaan mampu tersaji secara lembut dengan bahasa yang mempesona. Karya ini bukan saja nyaman dibaca sebagai bacaan yang menghanyutkan tetapi juga mendewasakan wawasan kedalaman cinta dan kehidupan.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '132 halaman', 'Dimensi': '20.5x13.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Ivan Turgenev', 'Berat': '300 gram', 'Product Tags': ' \nbuku novel\necosystem\nivan turgenev\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide365-cr-500x500.jpeg,https://www.solusibuku.com/novel/first-love-cinta-pertama.html
16,Confession,"Rp.39,200 ","
          Sebuah Novel inspiratif yang bisa menjadi refleksi kehidupan. Tentang pencarian hidup, pendalaman, serta makna kehidupan. Disajikan secara popular dan menyenangkan untuk dibaca.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '148 halaman', 'Dimensi': '20x13.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Out of Stock', 'Penerbit': 'Ecosystem', 'Penulis': 'Leo Tolstoy', 'Berat': '200 gram', 'Product Tags': ' \nbuku novel\necosystem\nleo tolstoy\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide368-cr-500x500.jpeg,https://www.solusibuku.com/novel/confession.html
17,True Detective Stories,"Rp.36,000 ","
          Buku ini menceritakan kehidupan Detektif Pinkerton yang penuh dengan kejadian yang tak terduga. Kasus ini dimulai dari Pembobolan Bank Northamton, Raibnya Paket Express, Penodongan Berlian Pollock, Pembunuhan Kurir di Kereta Api Ekspress Rock Island, Kebinasaan Reno Bersaudata, hinggamisteri Perampokan American Exchange Bank.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '182 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Cleveland Moffett', 'Berat': '500 gram', 'Product Tags': ' \nbuku novel\ncleveland moffett\nimmortal publishing\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide440-cr-500x500.jpeg,https://www.solusibuku.com/novel/true-detective-stories.html
18,Fathers And Sons,"Rp.55,200 ","
          Setelah menyelesaikan kuliah di UniversitasSt. Petersburg, Arkady Kirsanov pulang kerumah orang tuanya, Nikolai PetrovichKirsanov, tuan tanah penggemar sastra dan musik dan pemuja keindahan alam serta putra seorang aristokrat dan jenderal. Arkady pulang bersama teman sekaligus mentornya, EvgenyBazarov. Di rumah Nikolai Petrovich Kirsanow itu tinggal pula kakaknya, Pavel Petrovich Kirsanov. Pavel Petrovich, mengikuti jejaksang ayah, berhasil meniti karier yang cemerlang di dunia militer.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '348 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Ivan Turgenev', 'Berat': '500 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nivan turgenev\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide441-cr-500x500.jpeg,https://www.solusibuku.com/novel/fathers-and-sons.html
19,Beauty & Sadness,"Rp.44,000 ","
          Novel Beauty and Sadness ini adalah Novel karangan pengarang Yasunari Kawabata dengan latar setting Perang Dunia ke-2. Novel klasik juga mengantar sang penulis mendapatkan penghargaan Nobel dalam bidang Sastra.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '248 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Out of Stock', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Yasunari Kawabata', 'Berat': '400 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nnovel\nyasunari kawabata\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide442-cr-500x500.jpeg,https://www.solusibuku.com/novel/beauty-sadness.html
20,Catatan Harian Adam & Hawa,"Rp.44,000 ","
Cinta, kedamaian, kesenangan, kebahagiaan tak terukur—­itulah kehidupan di Taman. Sungguh menyenangkan bisa hi­dup.” – Mark Twain
","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '211 halaman', 'Dimensi': '13x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Out of Stock', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Mark Twain', 'Berat': '300 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nmark twain\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide443-cr-500x500.jpeg,https://www.solusibuku.com/novel/catatan-harian-adam-hawa.html
21,The Temple Of The Golden Pavillion,"Rp.52,000 ","
          Buku ini adalah Novel hasil terjemahan dari teks asli dari Yukio Mishima, seorang sastrawan Jepang. Novel ini bercerita tentang Mizoguchi yang diceritakan adalah seorang anak Pendeta di sebuah kuil kecil dekat Tanjung Nariru. Sejak kecil, ayahnya selalu menceritakan agar ia menjadi seorang pendeta di kuil tersebut. Namun, disinal terdapat sebuah pergolakan sang anak menonak menjadi pendeta dan malah ingin membakar Kuil Emas.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '350 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Yukio Mishima', 'Berat': '400 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nnovel\nyukio mishima\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide444-cr-500x500.jpeg,https://www.solusibuku.com/novel/the-temple-of-the-golden-pavillion.html
22,Petualangan Don Quixite,"Rp.21,000 ","
Petualangan Don Quixot atau Don Quixote de la Mancha ini merupakan karya pengarang besar Spanyol, Miguel de Cervantes Saavedra, diterbitkan pertama kali tahun 1605 M. Karya ini merupakan salah satu Novel besar yang menjadi perbincangan sepanjang masa, dan telah diterjemahkan ke dalam pelbagai bahasa di belahan dunia Barat.
","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '124 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Miguel De Cervantes', 'Berat': '400 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nmiguel de cervantes\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/2022/PETUALANGANDON-cr-500x500.png,https://www.solusibuku.com/novel/petualangan-don-quixite.html
23, New Cover  The Adventure Of Tow Sawyer,"Rp.55,200 ","
          Buku ini bercerita tentang Tom Sawyer, anak yatim piatu yang nakal namun cerdik dan baik hati, yang tinggal bersama bibinya di tepi sungai Mississippi. Kisah dalam Novel ini sangat menarik, itu sebabnya kita bisa tergerak untuk membacanya dalam sekali duduk. Karakter bersemangat, hidup dengan bahasa yang sederhana, dan menyenangkan.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '396 halaman', 'Dimensi': '19,5x13 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Mark Twain', 'Berat': '400 gram', 'Product Tags': ' \nbuku novel\nimmortal publishing\nmark twain\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide446-cr-500x500.jpeg,https://www.solusibuku.com/novel/new-cover-the-adventure-of-tow-sawyer.html
24, New Cover  Great Expectation,"Rp.96,000 ","
          “Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. I have been bent and broken, but – I hope – into a better shape.”        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '230 halaman', 'Dimensi': '15x13 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Charles Dickens', 'Berat': '400 gram', 'Product Tags': ' \nbuku novel\ncharles dickens\nimmortal publishing\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide447-cr-500x500.jpeg,https://www.solusibuku.com/novel/new-cover-great-expectation.html
25,Steppenwolf,"Rp.52,000 ","
Buku ini berisi catatan-catatan yang ditinggalkan oleh seorang laki-laki kepada kami yang, seturut sebutan yang sering digunakanya untuk dirinya sendiri, kami panggil Steppenwolf. Catatan yang berisi tentang caranya melakoni hidup dan mencari kehidupan yang sebenarnya.
","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '320 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Out of Stock', 'Penerbit': 'Immortal Publishing', 'Penulis': 'Herman Hesse', 'Berat': '500 gram', 'Product Tags': ' \nbuku novel\nherman hesse\nimmortal publishing\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide449-cr-500x500.jpeg,https://www.solusibuku.com/novel/steppenwolf.html
26,The Gambler,"Rp.68,000 ","
          Dalam buku ini Fyodor memberikan nuansa bahagia dan kelam dalam sisi psikologis manusia. Buku ini merupakan karya yang berdasarkan kepada kecintaannya terhadap judi.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '329 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Papyrus X Octopus', 'Penulis': 'Fyodor Dostoyevsky', 'Berat': '500 gram', 'Product Tags': ' \nbuku novel\nfyodor dostoyevsky\nnovel\npapyrus x octopus\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide497-cr-500x500.jpeg,https://www.solusibuku.com/novel/the-gambler.html
27,The Royal Game,"Rp.52,000 ","
          Buku ini berkisah tentang seorang juara dunia yang hendak bertolak ke Brazil untuk mengikuti kompetisi Internasional. Selama di perjalanan, ia ditantang oleh seseorang yang tak dikenal dan ia dapat membaca seluruh gerakan si juara dengan mudah. Si sosok tak dikenal inilah yang kemudian menceritakan pengalamannya berada dalam sekapan Nazi dan bagaimana ia bisa mendapat ilmu catur.        ","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '239 halaman', 'Dimensi': '13x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Papyrus X Octopus', 'Penulis': 'Stefan Zweig', 'Berat': '500 gram', 'Product Tags': ' \nbuku novel\nnovel\npapyrus x octopus\nstefan zweig\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide498-cr-500x500.jpeg,https://www.solusibuku.com/novel/the-royal-game.html
28,The Complete Short Stories Of Ernest Hemingway,"Rp.319,600","
The Complete Short Stories of Ernest Hemingway merupakan kumpulan cerita pendek terlengkap dari Ernest Hemingway yang berisi 70 cerpen sekaligus. Bahkan dalam buku ini terdapat empat cerita yang terakhir kali ditulis sebelum akhirnya dia wafat. Up in Michigan (Kejadian di Michigan) merupakan satu dari mepat cerita yang ditulis Hemingway saat ia berada di Paris pada tahun 1921.
","{'Kategori': 'Novel', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '948 halaman', 'Dimensi': '14.1x23 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Shira Media', 'Penulis': 'Ernest Hemingway', 'Berat': '1300 gram', 'Product Tags': ' \nbuku novel\nernest hemingway\nnovel\nshira media\n\n'}",https://www.solusibuku.com/image/c/data/produk/2017/Slide575-cr-500x500.jpeg,https://www.solusibuku.com/novel/the-complete-short-stories-of-ernest-hemingway.html
