,nama,harga,deskripsi,detail,link gambar,link
10,The Important Sex Education For Kids,"Rp.48,000 ","
          Buku ini menjelaskan segala permasalahan terkait pendidikan seks untuk anak-anak pada setiap tahapan umur. Buku guide orang tua yang merasa tidak nyaman membicarakan perihal seks kepada anak.        ","{'Kategori': 'Parenting', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '216 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Brilliant Books', 'Berat': '300 gram', 'Product Tags': ' \nBrilliant Books\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide18-cr-500x500.jpeg,https://www.solusibuku.com/parenting/the-important-sex-education-for-kids.html
11,Dealing Kids Rivalry  No Drama Sublinghood,"Rp.52,000 ","
          Buku ini mengajak para orang tua untuk belajar lagi bagaimana mengatasi pertengkaran, kecemburuan, dan konflik di antara saudara kandung sehingga tercipta kehidupan persaudaraan yang no drama.        ","{'Kategori': 'Parenting', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '261 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Media Cerdas', 'Berat': '300 gram', 'Product Tags': ' \nPenerbit Briliant\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide24-cr-500x500.jpeg,https://www.solusibuku.com/parenting/dealing-kids-rivalry-no-drama-sublinghood.html
12,Money The Millenial Ways,"Rp.47,200 ","
          Buku ini banyak membahas tentang pengelolaan keuangan dan cara mendapatkan penghasilan melalui ide bisnis bagi milenial. Buku ini memotivasi generasi milenial mendapatkan penghasilan melalui passion dan melakukannya dengan perhitungan finansial, menabung dan berinvestasi hingga terpenuhi impiannya. Selain itu, dibahas juga peluang-peluang bisnis yang mungkin dilakukan oleh milenial di era disrupsi Revolusi Industri 4.0 guna memberi inspirasi untuk memulai bisnisnya sendiri.        ","{'Kategori': 'Parenting', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '262 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Media Cerdas', 'Berat': '300 gram', 'Product Tags': ' \nPenerbit Brilliant\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide33-cr-500x500.jpeg,https://www.solusibuku.com/parenting/money-the-millenial-ways.html
13,LA BARKA COVER BARU,"Rp.56,000 ","
          Apakah sebenarnya yang kuketahui dalam hidup ini? Perkawinanku pun tidak mengajariku banyak hal. Hanya dari buku-buku aku membacanya. Sampai kemudian datang saatnya, ketika kuketahui suamiku tidak setia terhadapku. Tak dapat kuingat perasaan yang kutanggung pada waktu itu. Cemburu? Aku tidak tahu, apakah itu dapat dikatakan cemburu. Itu adalah semacam cubitan yang menggugah, yang membangunkan dari rasa mengantuk. Sakit, tapi hanya sedetik dan seketika itu. Yang menyusul kemudian adalah penyesalan yang hampir mendekati kemarahan karena dicubit dan dibangunkan. La Barka berisi catatan harian Rina, perempuan Indonesia yang menikah dengan lelaki Prancis. Nyatanya, keluarga yang diidam-idamkan tak juga dimiliki. Dalam proses perceraian, Rina pergi ke Provence, Prancis Selatan. Dia tinggal di La Barka, rumah Monique, sahabatnya. Di sana, Rina tak hanya mencurahkan semua kegundahan, tetapi juga menangkap kisah perempuan-perempuan yang dia temui di La Barka. Tak luput, Robert, lelaki terpelajar yang hampir 10 tahun lebih muda yang menyukai pesona ketimuran Rina. Kisah-kisah di La Barka tak bisa dianggap sekadar lalu, ada suara pilu perempuan yang sering dianggap tabu.        ","{'Kategori': 'Parenting', 'Ketebalan': '260 Halaman', 'Dimensi': '16x19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Gramedia Pustaka Utama', 'Penulis': 'Nh. Dini', 'Berat': '300 gram', 'Product Tags': ' \n buku novel\ngramedia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide055-cr-500x500.jpeg,https://www.solusibuku.com/parenting/la-barka-cover-baru.html
14,LANCAR MEMBACA UNTUK PAUD DAN TK,"Rp.63,600 ","
          Usia balita merupakan usia emas bagi perkembangan otak si kecil. Pada masa ini 80 persen perkembangan otak terjadi. Otak balita berfungsi sangat baik dan mampu menyerap informasi dengan maksimal. Oleh karena itu, sebaiknya para orangtua mengoptimalkan perkembangan otak si kecil melalui aktivitas belajar.  Membaca adalah salah satu kunci utama untuk mengenal dunia sekitar. Sebaiknya, membaca mulai diperkenalkan pada anak sejak usia balita karena pada masa periode emas inilah si kecil dapat menyerap berbagai informasi yang diterimanya. Penulis menyusun buku ini agar dapat menjadi panduan bagi para orangtua untuk memperkenalkan belajar membaca pada anak usia balita. Semoga dengan buku ini, si kecil bisa membaca dan mengenal dunia sedini mungkin.        ","{'Kategori': 'Parenting', 'Ketebalan': '103 Hal Halaman', 'Dimensi': '21 x 27 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Umi Nida', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide106-cr-500x500.JPG,https://www.solusibuku.com/parenting/lancar-membaca-untuk-paud-dan-tk.html
15,EDU BOOK MEMBACA MENULIS DAN BERHITUNG,"Rp.47,600 ","
          Usia balita merupakan usia emas bagi perkembangan otak si kecil. Pada masa ini 80 persen perkembangan otak terjadi. Otak balita berfungsi sangat baik dan mampu menyerap informasi dengan maksimal. Oleh karena itu, sebaiknya para orangtua mengoptimalkan perkembangan otak si kecil melalui aktivitas belajar.  Membaca adalah salah satu kunci utama untuk mengenal dunia sekitar. Sebaiknya, membaca mulai diperkenalkan pada anak sejak usia balita karena pada masa periode emas inilah si kecil dapat menyerap berbagai informasi yang diterimanya. Penulis menyusun buku ini agar dapat menjadi panduan bagi para orangtua untuk memperkenalkan belajar membaca pada anak usia balita. Semoga dengan buku ini, si kecil bisa membaca dan mengenal dunia sedini mungkin.        ","{'Kategori': 'Parenting', 'Ketebalan': '58 Hal Halaman', 'Dimensi': '21 x 28 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Sri Hartati', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide107-cr-500x500.JPG,https://www.solusibuku.com/parenting/edu-book-membaca-menulis-dan-berhitung.html
16,SERI ANAK PINTAR BUDI PEKERTI,"Rp.31,600 ","
          Buku Panduan Untuk Mengajarkan Si Kecil Memiliki Etika Yang Baik Dalam Bergaul Dengan Siapa Pun Mulai Dari Keluarga, Guru, Teman, Hingga Orang Yang Lebih Tua.         ","{'Kategori': 'Parenting', 'Ketebalan': '32 Hal Halaman', 'Dimensi': '19 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Rifka R.N', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide108-cr-500x500.JPG,https://www.solusibuku.com/parenting/seri-anak-pintar-budi-pekerti.html
17,EDU BOOK MAHIR BERHITUNG MENULIS MEMBACA MENGGAMBAR MEWARNAI UNTUK PAUD DAN TK,"Rp.79,600 ","
          Buku ini sangat dianjurkan bagi Anda yang memiliki anak usia PAUD dan TK. Kenapa? Karena buku ini sangat lengkap dan pastinya Anda butuhkan untuk persiapan si kecil bersekolah dan menjadi juara!        ","{'Kategori': 'Parenting', 'Ketebalan': '236 Hal Halaman', 'Dimensi': '21 x 28 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'kak Noe', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide109-cr-500x500.JPG,https://www.solusibuku.com/parenting/edu-book-mahir-berhitung-menulis-membaca-menggambar-mewarnai-untuk-paud-dan-tk.html
18,MAHIR MENULIS HURUF KATA KALIMAT ANGKA,"Rp.28,400 ","
          Buku ini sangat dianjurkan bagi Anda yang memiliki anak usia Pra-TK dan TK. Buku ini akan membantu mengajarkan anak Anda belajar menulis huruf, kata, kalimat, dan angka secara sempurna. Dilengkapi dengan materi latihan motorik, dijamin anak Anda akan lebih cepat menguasai materi dibanding anak yang tidak berlatih.        ","{'Kategori': 'Parenting', 'Ketebalan': '60 Hal Halaman', 'Dimensi': '21 x 27 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kak Zul ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide110-cr-500x500.JPG,https://www.solusibuku.com/parenting/mahir-menulis-huruf-kata-kalimat-angka.html
19,MAHIR MENULIS HURUF TEGAK BERSAMBUNG,"Rp.23,600 ","
          Buku ini sangat cocok bagi anak Anda terutama TK dan SD kelas satu agar dapat menulis huruf sambung secara sempurna. Dilengkapi dengan materi latihan motorik, akan lebih memudahkan anak Anda menguasai cara menulis huruf, kata, dan kalimat tegak bersambung dibanding anak yang tidak berlatih.         ","{'Kategori': 'Parenting', 'Ketebalan': '50 Hal Halaman', 'Dimensi': '21 x 27 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kak Nat', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide111-cr-500x500.JPG,https://www.solusibuku.com/parenting/mahir-menulis-huruf-tegak-bersambung.html
20,ABACADA CARA PRAKTIS DAN MUDAH BELAJAR MEMBACA UNTUK ANAK,"Rp.47,600 ","
          Mengajarkan anak membaca tentu membutuhkan keseriusan dan kesabaran bagi para orangtua dan guru. Karena itu, diperlukan teknik atau metode yang efektif serta efisien dalam mengajarkan anak membaca dengan hasil yang cepat. Buku ini dapat dijadikan alternatif dalam mengajarkan anak membaca di usia dini. Disajikan dalam metode yang mudah dan sederhana, yaitu tanpa menghafal huruf juga tanpa mengeja. Setiap hari anak diharapkan dapat belajar sekaligus berlatih membaca dimulai dari membaca suku kata, kata, kemudian kalimat sederhana. Buku ini disusun secara runtut dan bertahap dimulai dari yang termudah hingga sulit. Mulai dari pengenalan suku kata sederhana, suku kata dirangkai menjadi kata, kemudian merangkai kata-kata menjadi kalimat. Dengan berlatih rutin setiap hari selama 10 menit maka anak akan cepat lancar membaca. Semoga dengan buku ini akan menjadikan kegiatan belajar membaca menjadi lebih mudah dan menyenangkan.        ","{'Kategori': 'Parenting', 'Ketebalan': '140 Hal Halaman', 'Dimensi': '21 x 28 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Fenita Agustina', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide112-cr-500x500.JPG,https://www.solusibuku.com/parenting/abacada-cara-praktis-dan-mudah-belajar-membaca-untuk-anak.html
21,EDU BOOK MEWARNAI ALAT TRANSPORTASI,"Rp.31,600 ","
          Mewarnai merupakan aktivitas yang paling disukai sekaligus berguna dalam mengasah kemampuan motorik halus anak. Dengan mewarnai, anak akan mengenal bermacam-macam warna, melatih konsentrasi, serta mengasah kemampuan imajinasi.  Mewarnai juga bisa menjadi sarana belajar yang efektif karena dapat dilakukan sambil bermain sehingga anak tidak akan mudah bosan. Dengan mewarnai alat transportasi darat, udara, dan air, anak juga akan mengenal bermacam-macam alat transportasi di seluruh dunia.  Selamat Mewarnai!        ","{'Kategori': 'Parenting', 'Ketebalan': '44 Halaman', 'Dimensi': '19 x 26 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kak Sammy', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide113-cr-500x500.JPG,https://www.solusibuku.com/parenting/edu-book-mewarnai-alat-transportasi.html
22,365 VARIASI MENU MPASI UNTUK SATU TAHUN,"Rp.70,800 ","
          Sesuai judulnya 365++ Variasi Menu MPASI Untuk Satu Tahun, buku ini berisi panduan lengkap mengenai MPASI yang bisa diolah sendiri oleh ibu rumah tangga. Buku ini adalah buku yang sangat lengkap dan bisa membantu ibu rumah tangga untuk memberikan MPASI kepada buah hati tercintanya. Buku ini terbagi menjadi tiga bagian yaitu MPASI untuk usia 6-9 bulan, 9-12 bulan dan 12-24 bulan. Selain itu, buku ini juga memuat kandungan gizi untuk setiap resep makanan yang disajikan.
Selamat membaca dan selamat membaca.        ","{'Kategori': 'Parenting', 'Ketebalan': '408 Halaman', 'Dimensi': '13 x 15 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Rina Mawarti , Tanti Enggar Pangesti ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide154-cr-500x500.JPG,https://www.solusibuku.com/parenting/365-variasi-menu-mpasi-untuk-satu-tahun.html
23,KREASI MPASI UNTUK TUMBUH KEMBANG BAYI  DILENGKAPI KIATKIAT SUKSES MENJADI ORANGTUA IDAMAN,"Rp.120,000","
          Buku ini berisi paket lengkap yang memuat berbagai informasi mengenai tumbuh kembang bayi usia 6 – 18 bulan, dan kumpulan resep-resep MP-ASI hingga lebih dari 200 menu. Buku ini sangat cocok menemani Anda mengikuti perkembangan si kecil, sejak masa menyusui hingga masa menjelang menyapih.

Buku ini memuat resep:

Ayam Workolihu
Bayam Tempe
BeefPorridge Sup
Brotirtel
Bubur Ayam Brokoli
Bubur Campur
Bubur Daging Sapi
Bubur Jagung
Bubur Saus Pir
Daging Sapi Petel
Dan masih banyak lagi…        ","{'Kategori': 'Parenting', 'Ketebalan': '352 Halaman', 'Dimensi': '15 X 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Sekar Davina, S.Gz', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide155-cr-500x500.JPG,https://www.solusibuku.com/parenting/kreasi-mpasi-untuk-tumbuh-kembang-bayi-dilengkapi-kiatkiat-sukses-menjadi-orangtua-idaman.html
24,Happy Little Soul  Retno Hening  Kirana,"Rp.70,000","
Siapa yang kenal dengan Kirana dan Rumaysaa? Yak tul! Dua gemes putri dari @retnohening
.
Nah, sekarang udah terbit Happy Little Soul new edition dari @retnohening loh! Dimana dibuku ini berisikan pengalaman Retno Hening dalam parenting. Gimana ""belajar bersama"" anak, bekerja sama dengan suami, dan pengalaman sehari-hari bersama Kirana✨
.
Sayang iboook.
","{'Kategori': 'Parenting', 'Penyunting': 'Tim Penyunting', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '300 gram', 'Product Tags': ''}",https://www.solusibuku.com/image/c/data/2020/Slide02-cr-500x500.jpeg,https://www.solusibuku.com/parenting/happy-little-soul-retno-hening-kirana.html
25,AZ Yang Datang Setelah Melahirkan Penerbit Briliant,"Rp.31,200 ","
Buku ini akan membahas A-Z apa saja yang akan ibu hadapi setelah melahirkan. Di samping itu, buku ini juga akan membantu ibu dalam mempetiapkan apa saja yang diperlukan. Harapannya, meski melelahkan dan butuh perjuangan, menjadi ibu yang bahagia adalah sebuah keniscayaan.
 
","{'Kategori': 'Parenting', 'Penyunting': 'TIKAH KUMALA', 'Ketebalan': '1 cm', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Brilliant Books', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/image/c/data/STO INT SEP-OKT 20/SSD26-cr-500x500.JPG,https://www.solusibuku.com/parenting/a-z-yang-datang-setelah-melahirkan-penerbit-briliant.html
